# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = peng_model
# start_datetime = 2025-05-15 10:16:56 UTC
# method = sample (Default)
#   sample
#     num_samples = 5000
#     num_warmup = 5000
#     save_warmup = true
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.999
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = C:/Users/admin/AppData/Local/Temp/Rtmp2PZJw8/standata-69c58b2fbe.json
# init = 2 (Default)
# random
#   seed = 619260806
# output
#   file = D:/_GIT.REPOS_/bayesutils/demo/sampling.monitor.dir/sampling.csv/sampling-1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = D:/_GIT.REPOS_/bayesutils/demo/sampling.monitor.dir/sampling.csv/peng-profile-1.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --name=peng_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,B.1.1,B.2.1,B.3.1,B.1.2,B.2.2,B.3.2,a,sigma
693.097,0.99508,0.0163238,5,31,0,-687.915,0.969573,0.944316,1.22635,1.13306,1.01997,1.3749,0.0674173,0.0771451
686.888,0.993516,0.0163524,5,31,0,-684.285,0.950993,0.981562,1.25965,1.11245,1.03547,1.36074,0.0666996,0.0760433
692.59,0.999202,0.0163556,5,31,0,-683.982,0.981593,0.945861,1.24485,1.12654,1.02597,1.39254,0.0653216,0.0760574
692.86,0.999219,0.0164506,8,287,0,-687.413,1.02813,1.00781,1.30814,1.18094,1.10341,1.45283,0.0516165,0.0757594
692.741,0.998971,0.0165461,5,31,0,-691.579,1.02089,1.01204,1.30603,1.19237,1.08729,1.44228,0.051375,0.0758259
691.954,0.985736,0.0166377,8,255,0,-688.914,0.995833,0.98654,1.27479,1.15427,1.07585,1.41961,0.0568292,0.0689631
692.536,0.999779,0.0165136,7,127,0,-690.131,0.980005,0.976343,1.25622,1.13816,1.05211,1.39466,0.0624406,0.0680381
687.956,0.987082,0.0166177,5,31,0,-686.917,0.983157,0.989134,1.25648,1.16056,1.03722,1.38336,0.0612125,0.0682461
689.126,0.996905,0.0165156,5,31,0,-685.561,0.985267,0.991751,1.25177,1.1585,1.04726,1.39087,0.060404,0.0682958
690.588,0.999764,0.0165727,5,31,0,-686.076,0.971522,0.983639,1.25649,1.13695,1.06534,1.39246,0.062773,0.0686071
692.447,0.999908,0.0166763,5,31,0,-689.459,0.983171,0.956236,1.25377,1.14416,1.04183,1.39931,0.0626857,0.068726
694.906,0.731507,0.0671298,6,71,0,-689.902,0.866227,0.809133,1.11202,1.02078,0.907062,1.23821,0.0933114,0.0738119
694.906,0,0.412759,0,1,1,-693.269,0.866227,0.809133,1.11202,1.02078,0.907062,1.23821,0.0933114,0.0738119
694.432,0.976859,0.0339219,7,127,0,-688.276,0.837524,0.791414,1.09761,0.98751,0.858953,1.20981,0.099962,0.0698281
693.082,0.99168,0.0216585,7,223,0,-690.825,0.819919,0.749014,1.04229,0.963762,0.79968,1.16199,0.108024,0.0709238
691.829,0.99731,0.0165517,5,31,0,-690.519,0.790607,0.765284,1.05341,0.943888,0.815819,1.1629,0.108593,0.0711273
694.272,0.999864,0.0140186,5,31,0,-690.592,0.801208,0.75747,1.04492,0.942112,0.815026,1.16481,0.109181,0.0715175
693.675,0.997624,0.0126626,7,191,0,-691.152,0.808303,0.765761,1.05357,0.965365,0.822408,1.15854,0.108055,0.0783092
695.069,0.999978,0.0118049,8,255,0,-691.266,0.833278,0.78345,1.08246,0.989951,0.838114,1.18987,0.102401,0.0747483
694.495,0.998386,0.0113882,6,127,0,-691.011,0.828855,0.772229,1.05824,0.959716,0.839667,1.18806,0.104583,0.0749789
693.492,0.998388,0.0111443,7,191,0,-690.735,0.814548,0.778039,1.06956,0.980154,0.848749,1.2068,0.1024,0.0729075
693.847,0.999415,0.0110596,6,127,0,-689.186,0.825047,0.794329,1.06823,0.987997,0.824793,1.19362,0.102582,0.0736342
695.387,0.998768,0.0111258,8,319,0,-689.143,0.911186,0.878663,1.17728,1.07034,0.936454,1.30211,0.0809094,0.0744393
694.068,0.999007,0.0112558,8,511,0,-692.199,0.834844,0.79804,1.09321,0.989813,0.832666,1.1978,0.10086,0.0754517
695.031,0.998439,0.0114613,5,31,0,-691.747,0.836958,0.797063,1.08503,0.98112,0.837716,1.20382,0.100332,0.0753844
693.222,0.998893,0.0116998,9,543,0,-687.618,0.75667,0.69698,0.988901,0.895605,0.730956,1.09073,0.121632,0.076939
690.087,0.994101,0.0119985,5,31,0,-687.114,0.766095,0.686089,0.960965,0.892141,0.755026,1.09429,0.121922,0.0767902
691,0.998522,0.0121531,9,511,0,-685.349,0.848497,0.843678,1.13416,1.02828,0.908199,1.2505,0.0919826,0.0783371
692.677,0.999128,0.012501,6,95,0,-687.967,0.899976,0.838318,1.12825,1.03157,0.906314,1.25682,0.0879948,0.0761279
692.348,0.998937,0.0128984,5,63,0,-688.574,0.88272,0.852494,1.12328,1.02636,0.916108,1.28141,0.0890481,0.0758876
692.664,0.998935,0.0133116,8,351,0,-687.467,0.953553,0.92612,1.22061,1.11279,1.00339,1.37673,0.0691505,0.0777088
695.001,0.994001,0.0137449,7,159,0,-690.128,0.939616,0.922293,1.21244,1.1019,1.01185,1.33649,0.0720002,0.0720652
693.635,0.990602,0.0139908,5,31,0,-692.467,0.945984,0.91208,1.21381,1.10141,0.976265,1.34963,0.0733445,0.0724978
691.878,0.99959,0.0141045,6,95,0,-688.907,0.948636,0.931772,1.20102,1.09142,1.00501,1.33517,0.0736748,0.0695351
692.003,0.981945,0.0146009,5,31,0,-687.485,0.941267,0.920169,1.21077,1.093,1.01513,1.34607,0.0737819,0.0703108
694.578,0.999032,0.0143624,4,31,0,-690.553,0.946624,0.925889,1.21461,1.11122,0.993671,1.34318,0.0710819,0.0702543
694.37,0.992661,0.0148431,5,31,0,-688.917,0.943358,0.924124,1.21739,1.10088,1.01145,1.34064,0.0717307,0.0696978
694.441,0.99665,0.0150604,7,255,0,-688.995,0.976138,0.959023,1.24216,1.13523,1.03234,1.38919,0.0638615,0.0714836
694.488,0.988858,0.0154516,7,255,0,-689.291,0.938527,0.916963,1.22014,1.09185,0.985262,1.33584,0.0732881,0.0711938
694.133,0.993177,0.0155076,7,191,0,-686.994,0.936893,0.914644,1.22205,1.0993,0.993913,1.33833,0.0723393,0.0782875
689.041,0.978424,0.0157506,5,63,0,-686.298,0.931144,0.932997,1.21457,1.1257,1.0027,1.34169,0.0696003,0.0795189
690.295,0.999932,0.0153604,5,31,0,-686.848,0.947068,0.933993,1.21181,1.08539,0.989048,1.35272,0.07104,0.0803255
691.895,0.99992,0.0158876,5,31,0,-688.406,0.946967,0.920264,1.20538,1.11319,0.979484,1.3414,0.0731324,0.0798081
693.911,0.999878,0.0164229,7,127,0,-689.555,0.937619,0.887569,1.19869,1.10071,0.989912,1.331,0.0744784,0.0757344
691.897,0.983287,0.0169644,7,191,0,-687.467,0.89438,0.854788,1.17635,1.05255,0.952026,1.29402,0.0824147,0.0691066
693.909,0.99492,0.0167603,4,31,0,-688.807,0.905591,0.872958,1.17228,1.05452,0.935973,1.28453,0.083412,0.0689283
695.545,0.999534,0.0170749,6,95,0,-692.536,0.915237,0.882275,1.17605,1.06258,0.946522,1.29152,0.0817463,0.0732879
691.008,0.925764,0.0175995,4,23,0,-687.087,0.913693,0.872574,1.16834,1.06929,0.946193,1.28075,0.0796268,0.0733436
695.16,0.999581,0.0149786,5,63,0,-689.543,0.903873,0.87259,1.16367,1.05551,0.938124,1.30369,0.0830992,0.0726222
693.041,0.998214,0.0154461,8,415,0,-689.528,0.833959,0.78734,1.0675,0.968129,0.864683,1.19929,0.102723,0.0732058
695.42,0.999988,0.0158636,5,31,0,-691.681,0.828723,0.791288,1.07736,0.980232,0.842282,1.18768,0.103055,0.0736504
694.924,0.987281,0.0163573,5,63,0,-692.046,0.832694,0.772455,1.09314,0.98417,0.851685,1.20492,0.100676,0.0741659
694.267,0.981823,0.0163273,5,31,0,-688.732,0.833305,0.772317,1.09697,0.987873,0.852403,1.19811,0.100195,0.0741559
692.526,0.996537,0.0160757,5,31,0,-689.638,0.848505,0.792278,1.0862,0.9955,0.831011,1.19032,0.10107,0.0746138
690.237,0.997296,0.0164167,5,63,0,-685.865,0.841511,0.80844,1.07451,0.998062,0.81978,1.2073,0.0998873,0.073804
692.403,0.999619,0.016789,5,31,0,-687.662,0.83555,0.791342,1.09049,0.984818,0.890591,1.20205,0.0988317,0.0743097
693.984,1,0.0172597,5,31,0,-690.811,0.834766,0.786901,1.07931,0.991049,0.828431,1.20998,0.100362,0.0740678
695.202,0.982194,0.017751,5,31,0,-691.302,0.830221,0.778725,1.0753,0.977997,0.849418,1.20293,0.102962,0.0743633
692.838,0.997865,0.0174818,6,95,0,-691.306,0.828379,0.798975,1.08976,1.00106,0.841853,1.21142,0.100786,0.0766892
693.536,0.993837,0.0178751,5,31,0,-689.649,0.827173,0.803674,1.09365,0.994569,0.841578,1.21016,0.0994313,0.076638
690.502,0.990978,0.0180957,6,95,0,-686.4,0.878352,0.805168,1.0998,1.01744,0.916319,1.23586,0.0937479,0.0747753
695.139,0.999974,0.0181908,5,31,0,-688.551,0.8625,0.840921,1.13019,1.02508,0.897204,1.25529,0.0916401,0.0756033
695.215,0.999506,0.0186722,7,191,0,-693.183,0.810512,0.769619,1.06415,0.96518,0.822324,1.16656,0.106383,0.0736198
693.406,0.98223,0.0191366,6,127,0,-690.873,0.841015,0.799457,1.07747,0.984545,0.871316,1.20781,0.100801,0.0706141
694.004,0.998977,0.0188368,7,255,0,-691.092,0.838109,0.802758,1.10215,1.00298,0.858965,1.21823,0.0983546,0.069741
694.199,0.990111,0.0192703,4,31,0,-691.307,0.847082,0.794038,1.08886,0.99823,0.881243,1.21708,0.0974585,0.0697637
692.405,0.979938,0.0193111,4,15,0,-690.93,0.845856,0.788692,1.08674,0.989076,0.884029,1.22273,0.097507,0.0699377
692.229,0.997089,0.0189082,6,63,0,-686.08,0.812363,0.784203,1.04837,0.956089,0.840399,1.18467,0.105469,0.0722544
694.794,0.977933,0.0192461,4,15,0,-689.924,0.811987,0.764456,1.05452,0.969395,0.815058,1.17377,0.105404,0.0722647
694.086,0.997165,0.0187612,7,255,0,-690.814,0.868559,0.826569,1.12067,1.00724,0.885761,1.23908,0.0943726,0.0781806
693.037,0.987387,0.0190923,5,63,0,-688.282,0.844264,0.799978,1.08986,1.01432,0.873427,1.21656,0.0958148,0.0769894
693.684,0.999801,0.0190074,6,127,0,-691.118,0.837542,0.784102,1.06625,0.985434,0.847496,1.18513,0.100926,0.0752491
694.08,0.999841,0.0194458,6,95,0,-691.803,0.831474,0.784426,1.05895,0.978803,0.838372,1.18024,0.103054,0.0713795
691.285,0.99371,0.0198887,6,127,0,-688.884,0.831884,0.785455,1.04281,0.974447,0.834799,1.19171,0.104583,0.0720384
691.401,0.99981,0.0200649,5,31,0,-688.716,0.822596,0.768075,1.10087,0.975801,0.84741,1.20103,0.100975,0.0728963
693.599,0.998969,0.0205074,5,47,0,-688.612,0.820704,0.78364,1.0775,0.958119,0.831434,1.18434,0.103718,0.0741765
694.593,0.987098,0.0209146,4,15,0,-690.013,0.82867,0.767991,1.07401,0.970804,0.825944,1.19963,0.10382,0.0743009
694.168,0.981086,0.0207887,7,223,0,-688.138,0.873813,0.840851,1.14697,1.0386,0.93436,1.25464,0.0885127,0.0745172
693.217,0.947208,0.0204007,5,31,0,-688.792,0.880593,0.836467,1.11819,1.02724,0.897476,1.26062,0.0886298,0.0744697
693.063,0.999679,0.0186381,8,383,0,-690.661,0.862167,0.802848,1.09643,1.00151,0.871323,1.23444,0.0977038,0.0763762
692.756,0.999052,0.0190312,5,63,0,-686.078,0.844942,0.809743,1.10948,1.00012,0.872221,1.22782,0.0949685,0.0799847
691.942,0.998892,0.0194009,5,31,0,-689.016,0.847109,0.838065,1.10496,1.00292,0.880113,1.23029,0.0943305,0.0794923
695.89,0.999509,0.0197655,6,95,0,-690.068,0.857561,0.823867,1.11556,1.01248,0.890193,1.23419,0.0947874,0.0747464
694.699,0.999333,0.0201568,8,383,0,-692.32,0.974447,0.949706,1.24547,1.13901,1.03378,1.37945,0.0653479,0.0738364
694.771,0.996673,0.0205425,5,47,0,-691.43,0.962672,0.958073,1.23898,1.13191,1.03619,1.37761,0.0646529,0.0727866
694.428,0.997528,0.020816,6,127,0,-693.011,0.961216,0.949126,1.25141,1.11931,1.03185,1.37372,0.0662918,0.0724018
693.779,0.996148,0.0211253,5,31,0,-692.423,0.96907,0.928885,1.22832,1.12929,1.02794,1.37035,0.0672674,0.0724798
691.768,0.987989,0.0213744,5,31,0,-689.355,0.961775,0.923911,1.21285,1.1257,1.03523,1.36641,0.0685065,0.0729051
693.098,0.999681,0.0212692,7,191,0,-688.9,0.897863,0.871412,1.13108,1.0424,0.910856,1.27263,0.0873485,0.0744424
692.545,0.994637,0.0216664,5,63,0,-690.4,0.871693,0.833971,1.15874,1.0411,0.927108,1.26616,0.0884907,0.0732262
694.275,0.99794,0.0218442,5,31,0,-689.313,0.897348,0.857839,1.13287,1.03952,0.915023,1.25814,0.0883238,0.0745199
692.821,0.998376,0.022165,6,127,0,-689.38,0.855968,0.829153,1.13497,1.02483,0.92112,1.25869,0.0908718,0.0730788
695.987,0.999887,0.0225051,4,15,0,-692.224,0.868646,0.829369,1.13429,1.02841,0.910307,1.25024,0.0904113,0.0729908
694.585,0.989718,0.0229135,7,143,0,-691.981,0.910021,0.858113,1.17261,1.05752,0.936467,1.29771,0.0826264,0.0717794
693.864,0.98601,0.0228637,4,15,0,-691.698,0.910252,0.856846,1.17464,1.05892,0.934568,1.30004,0.0827833,0.0717938
692.795,0.988705,0.0226484,5,31,0,-691.332,0.916673,0.859823,1.16893,1.05036,0.939718,1.29863,0.0813875,0.0716582
694.326,0.999853,0.0225533,6,127,0,-689.317,0.9011,0.856031,1.14997,1.03576,0.908447,1.26972,0.0869716,0.0739975
687.646,0.96157,0.0229468,4,15,0,-681.828,0.920065,0.860681,1.15057,1.02759,0.946314,1.27216,0.0847705,0.0730507
688.785,0.992807,0.0216852,5,63,0,-681.693,0.862601,0.848499,1.12889,1.05748,0.905306,1.26307,0.0880309,0.0705152
694.111,0.933805,0.0217656,4,31,0,-682.59,0.881797,0.859165,1.13944,1.04077,0.922534,1.26739,0.0888358,0.0703101
694.681,0.994612,0.0195208,6,95,0,-691.596,0.898785,0.852284,1.1538,1.05469,0.929767,1.28301,0.0862986,0.0739158
693.727,0.998093,0.0196664,8,255,0,-692.81,0.923288,0.916907,1.19789,1.09304,0.988155,1.3287,0.0765417,0.0718864
694.159,0.999789,0.0199412,5,31,0,-692.755,0.925168,0.90509,1.19858,1.08851,0.977691,1.33474,0.0739314,0.0718553
692.902,0.997859,0.0202806,4,31,0,-690.183,0.931043,0.930385,1.19436,1.0954,0.963858,1.33169,0.0752474,0.0724999
694.677,0.985979,0.0205472,7,223,0,-685.096,0.852221,0.8037,1.10643,0.995932,0.885753,1.21947,0.0960885,0.0775024
693.638,0.98968,0.0203576,5,63,0,-690.329,0.864797,0.816947,1.09405,1.01588,0.864091,1.23067,0.0954393,0.0769023
691.787,0.957844,0.0203092,5,31,0,-689.477,0.848129,0.810624,1.12046,0.999795,0.888824,1.22756,0.0972964,0.077422
692.52,0.990695,0.0191022,5,31,0,-688.183,0.856864,0.806005,1.08979,0.997157,0.888778,1.22782,0.0949008,0.0777557
687.079,0.97054,0.0190957,4,15,0,-683.735,0.865013,0.822234,1.07603,0.996436,0.903125,1.22951,0.0971585,0.0781964
691.157,0.999206,0.0183957,5,31,0,-683.86,0.858522,0.816415,1.0872,1.00942,0.896792,1.23935,0.0933983,0.0777108
691.794,0.999734,0.0186782,6,95,0,-688.725,0.853118,0.819777,1.13203,1.01213,0.88006,1.22467,0.09335,0.0793868
692.034,0.99907,0.0189797,5,31,0,-688.459,0.863052,0.794306,1.1228,1.01121,0.883851,1.22392,0.0956377,0.0794639
693.125,0.994715,0.0192594,5,31,0,-688.747,0.868715,0.809004,1.10057,1.00441,0.866582,1.23611,0.0957867,0.078718
692.209,0.991354,0.0193869,5,63,0,-688.832,0.851218,0.814902,1.10771,1.00578,0.852697,1.22168,0.0977734,0.0801115
691.473,0.954128,0.0193957,6,95,0,-685.215,0.84255,0.771038,1.0806,0.992818,0.88064,1.1987,0.0986528,0.076581
691.536,0.995057,0.0181532,5,63,0,-689.182,0.843773,0.817393,1.0937,0.994697,0.838357,1.20658,0.100739,0.0743258
694.258,0.991764,0.0182844,5,31,0,-685.88,0.848188,0.786488,1.09519,1.00175,0.888702,1.21518,0.0971375,0.0751189
694.87,0.914088,0.0183072,4,31,0,-686.87,0.847701,0.793396,1.11017,1.00244,0.866746,1.21408,0.0980589,0.0746627
694.578,0.999421,0.0159767,5,31,0,-693.304,0.844746,0.807201,1.08146,0.989913,0.873775,1.21723,0.0992902,0.0744088
694.777,0.990981,0.0162205,5,63,0,-688.822,0.827238,0.789376,1.07333,0.991767,0.860234,1.20955,0.100689,0.0745479
693.522,0.979479,0.0162231,6,127,0,-682.931,0.839129,0.792403,1.10064,0.985695,0.846339,1.21272,0.0989871,0.0788553
691.939,0.993708,0.0159019,7,223,0,-687.318,0.880186,0.821208,1.1333,1.05,0.928394,1.25982,0.0889855,0.0782096
692.172,0.992449,0.0159797,6,127,0,-686.249,0.880263,0.86665,1.14133,1.02094,0.896858,1.2585,0.0902851,0.0756511
691.735,0.967622,0.0160215,6,127,0,-685.458,0.903962,0.864348,1.16901,1.04648,0.943659,1.28222,0.0812708,0.0732831
689.376,0.997595,0.0153876,7,159,0,-686.819,0.937018,0.88965,1.20833,1.08249,0.981148,1.31748,0.0783497,0.0711062
695.185,0.99177,0.0155655,4,15,0,-686.937,0.93136,0.896241,1.20098,1.08013,0.977939,1.3234,0.0765708,0.0712874
695.305,0.996489,0.0155867,6,127,0,-690.389,0.916065,0.908537,1.18335,1.08292,0.966691,1.31783,0.0771864,0.0734388
694.85,0.997209,0.0157336,6,127,0,-691.87,0.908342,0.887621,1.18816,1.073,0.967997,1.30008,0.078976,0.0761694
694.67,0.992896,0.0158994,8,351,0,-693.133,0.829226,0.780818,1.07558,0.971565,0.853319,1.18406,0.101938,0.0734048
694.089,0.994271,0.0159479,5,31,0,-691.974,0.825518,0.774772,1.06921,0.982451,0.821991,1.19166,0.104774,0.0745169
693.912,0.99984,0.0160327,6,127,0,-690.596,0.839769,0.770672,1.0797,0.979996,0.855965,1.19881,0.10278,0.0763164
692.592,0.996148,0.0162685,5,63,0,-690.519,0.834019,0.811083,1.08277,0.983564,0.838933,1.19829,0.102438,0.0753722
694.561,0.999824,0.0164034,7,223,0,-690.061,0.871133,0.814462,1.11446,1.00909,0.880038,1.23163,0.0928889,0.0743002
694.049,0.999306,0.0166398,5,31,0,-692.215,0.853602,0.824774,1.11056,1.01824,0.908946,1.24167,0.0922566,0.0752045
693.016,0.999066,0.0168627,5,63,0,-689.773,0.865725,0.855688,1.1229,1.01387,0.880177,1.24403,0.0919033,0.0743044
693.499,0.999846,0.0170794,7,223,0,-688.597,0.966305,0.923852,1.24041,1.12022,1.02509,1.36672,0.0677198,0.0774844
690.758,0.989971,0.017319,5,31,0,-689.696,0.970048,0.923255,1.24673,1.10624,1.02502,1.36996,0.0667782,0.0778977
687.465,0.989315,0.0172756,5,31,0,-685.988,0.937941,0.962281,1.20438,1.12405,1.0051,1.34725,0.0688754,0.0773648
691.119,0.999982,0.0172134,5,31,0,-682.911,0.945115,0.937181,1.2185,1.11025,1.04582,1.35027,0.0696435,0.0773477
693.6,0.997567,0.0174538,4,15,0,-689.834,0.952044,0.946179,1.21725,1.1104,1.02333,1.34779,0.0692782,0.0773968
693.429,0.989026,0.0176255,5,31,0,-691.232,0.951953,0.92266,1.23199,1.10616,1.0134,1.36481,0.0704543,0.0773174
692.829,0.997328,0.0175511,5,63,0,-689.88,0.956303,0.92442,1.21994,1.11691,1.00224,1.34689,0.0715804,0.0788079
682.517,0.936385,0.0177141,4,15,0,-678.84,0.983818,0.910526,1.21756,1.11328,0.992432,1.33643,0.0684528,0.0785515
691.772,0.996245,0.0161979,5,31,0,-678.04,0.94507,0.938067,1.20564,1.11166,1.02351,1.35882,0.0695285,0.0794685
689.263,0.998416,0.0163218,5,31,0,-686.252,0.981597,0.922305,1.2429,1.12437,1.00547,1.36818,0.0666682,0.0791529
688.704,0.998113,0.0165027,5,63,0,-685.756,0.953183,0.984669,1.24247,1.13582,1.0618,1.38618,0.0635304,0.0780496
691.574,0.993841,0.0166757,5,47,0,-685.57,0.96618,0.975337,1.25395,1.1355,1.06268,1.37931,0.0645163,0.077437
690.759,0.993856,0.0167342,4,31,0,-686.64,0.985566,0.958152,1.25458,1.14767,1.02072,1.40628,0.0625858,0.0772273
692.614,0.998505,0.0167923,5,31,0,-689.43,0.984967,0.955658,1.25569,1.14881,1.03219,1.39974,0.0629137,0.0770993
691.758,0.999641,0.0169744,5,31,0,-690.493,0.979514,0.946376,1.2656,1.15343,1.03934,1.3986,0.0611709,0.0769979
692.682,0.996197,0.0171877,5,31,0,-687.882,0.987179,0.992437,1.25486,1.13906,1.0647,1.39864,0.060818,0.0765181
693.255,0.999113,0.0173074,5,31,0,-691.189,0.984193,0.979169,1.26428,1.13179,1.06193,1.40019,0.0611893,0.0763218
692.585,0.993322,0.0175067,5,31,0,-691.04,0.983911,0.976001,1.26514,1.16755,1.0498,1.40595,0.0593677,0.0762535
693.224,0.994656,0.0175464,5,31,0,-687.053,0.987839,0.966054,1.25617,1.13198,1.06436,1.39178,0.0617572,0.0760868
695.499,0.998172,0.017622,8,351,0,-688.769,0.859675,0.803293,1.11321,1.01333,0.895574,1.2321,0.0941673,0.0748978
695.189,0.99815,0.0177942,5,63,0,-693.809,0.857971,0.818533,1.10709,1.01948,0.896104,1.24789,0.0932226,0.0752137
692.402,0.993149,0.0179658,5,31,0,-689.933,0.855054,0.802249,1.11681,0.999201,0.910265,1.2339,0.0943343,0.0743145
692.443,0.995089,0.0179975,5,63,0,-687.379,0.859176,0.813254,1.08275,1.00676,0.848954,1.209,0.0980362,0.0738678
695.126,0.994631,0.0180826,5,31,0,-689.827,0.848952,0.815957,1.08507,0.999524,0.871957,1.2222,0.0974409,0.0741311
692.781,0.986519,0.0181542,6,63,0,-691.093,0.827128,0.793782,1.05976,0.973763,0.859221,1.19647,0.103592,0.0749795
693.379,0.991424,0.0179995,7,255,0,-686.21,0.950078,0.902242,1.19947,1.09753,0.981893,1.34684,0.0732976,0.0723879
694.559,0.992109,0.017981,5,63,0,-690.376,0.934385,0.900471,1.20293,1.09416,0.969824,1.33422,0.0739165,0.0731664
692.525,0.990322,0.0179809,7,223,0,-686.168,0.840133,0.753808,1.08069,0.990814,0.848164,1.19751,0.10083,0.0752874
692.437,0.997207,0.0179314,5,63,0,-686.308,0.807608,0.791162,1.06695,0.959068,0.823312,1.17942,0.105305,0.0769779
693.685,0.995319,0.0180696,6,95,0,-685.908,0.757414,0.71055,1.00523,0.910214,0.755323,1.10823,0.118718,0.075996
694.012,0.993784,0.0181556,8,255,0,-690.884,0.853099,0.818962,1.10654,0.991768,0.876943,1.21438,0.0977149,0.0725011
693.871,0.976388,0.0181989,6,95,0,-690.065,0.845409,0.803871,1.09344,0.980168,0.857988,1.19522,0.100609,0.0750924
694.24,0.991285,0.0177701,8,287,0,-689.061,0.928802,0.905212,1.1766,1.07636,0.972035,1.32438,0.077808,0.0715711
695.026,0.994551,0.0177455,5,63,0,-690.984,0.913692,0.895839,1.19753,1.08109,0.968371,1.31039,0.0782832,0.0725477
694.943,0.99416,0.0178075,7,159,0,-691.908,0.893576,0.871119,1.17419,1.0618,0.937264,1.28686,0.0831964,0.0761331
693.054,0.989143,0.0178584,5,63,0,-690.448,0.908487,0.858961,1.15652,1.06178,0.95146,1.271,0.0844583,0.0770349
694.787,0.993361,0.0177754,4,23,0,-690.964,0.899391,0.864635,1.15305,1.04901,0.941189,1.29504,0.0831785,0.0770341
692.871,0.991584,0.017804,5,31,0,-690.7,0.892524,0.875168,1.16819,1.04931,0.918355,1.28328,0.0832451,0.07793
692.338,0.973199,0.0177851,5,31,0,-686.611,0.893447,0.868647,1.15691,1.07896,0.943691,1.29,0.083105,0.0777843
691.208,0.99682,0.0172902,7,255,0,-688.945,0.86246,0.848607,1.12026,1.04654,0.907134,1.2543,0.090562,0.0793962
694.342,0.9998,0.0174061,8,287,0,-687.427,0.818163,0.750615,1.04268,0.94916,0.808555,1.17212,0.107637,0.074575
692.644,0.996994,0.0175984,6,95,0,-689.38,0.810187,0.733098,1.03236,0.967572,0.807757,1.15758,0.109695,0.0740862
690.853,0.998753,0.0177185,7,223,0,-687.771,0.884998,0.853111,1.11898,1.04652,0.905701,1.28168,0.0873417,0.0784484
690.966,0.993629,0.0178841,4,15,0,-689.128,0.882751,0.860097,1.12067,1.04285,0.906868,1.27896,0.0867571,0.0784998
689.409,0.998349,0.0179157,4,15,0,-688.383,0.88499,0.867102,1.12294,1.04221,0.90872,1.28968,0.0880627,0.078553
689.389,0.995898,0.0180703,5,31,0,-681.695,0.895803,0.847113,1.18182,1.06524,0.938224,1.26547,0.0842015,0.0778752
693.779,0.996774,0.0181603,6,127,0,-684.378,0.901969,0.869692,1.17964,1.07499,0.944456,1.28695,0.0821931,0.0720256
694.08,1,0.018273,5,63,0,-691.869,0.912696,0.882741,1.16161,1.0521,0.954621,1.30774,0.080982,0.0734476
695.245,0.99519,0.018471,4,31,0,-691.075,0.908089,0.873742,1.18181,1.06502,0.944718,1.28996,0.0819843,0.0732362
694.377,0.988225,0.018541,4,15,0,-691.976,0.916335,0.87573,1.1695,1.05772,0.957436,1.28541,0.0827734,0.0732517
692.089,0.947889,0.0184256,7,223,0,-686.21,0.850089,0.806852,1.09161,0.975644,0.858071,1.22191,0.0997256,0.0728483
692.086,0.992924,0.0172847,6,95,0,-684.961,0.85784,0.826422,1.1473,1.01966,0.889705,1.24968,0.0920685,0.0732914
690.927,0.998535,0.0172954,5,31,0,-687.347,0.880105,0.831901,1.09652,1.02346,0.901912,1.22696,0.0926125,0.0753307
694.872,0.999435,0.0174445,5,31,0,-688.957,0.870382,0.826897,1.10774,1.00824,0.886014,1.22846,0.0949884,0.0749342
694.282,0.991279,0.0176161,5,63,0,-691.875,0.861124,0.808142,1.11623,1.01834,0.872292,1.24201,0.0950968,0.0757636
695.578,0.999778,0.0175839,4,31,0,-692.826,0.86263,0.812161,1.11373,1.00548,0.881279,1.23062,0.0939475,0.0755827
693.625,0.997999,0.0177635,7,255,0,-692.541,0.889259,0.844038,1.14214,1.05033,0.911152,1.27611,0.087797,0.0787166
694.866,0.993673,0.0178988,6,95,0,-691.504,0.890697,0.858324,1.1518,1.03751,0.93374,1.26858,0.0854208,0.0767192
694.868,0.995571,0.0179247,7,159,0,-692.79,0.87011,0.838294,1.13832,1.01849,0.90952,1.2598,0.0894736,0.0742738
693.448,0.997538,0.0179979,6,127,0,-690.815,0.886282,0.842651,1.12367,1.03683,0.910926,1.27556,0.0876718,0.0776146
